"schema_name","table_name"
"pg_catalog","pg_role_permission"
"pg_catalog","pg_role_users"
"pg_catalog","pg_s3_sqs_notifications"
"pg_catalog","pg_shadow"
"pg_catalog","pg_shadow_extended"
"pg_catalog","pg_shdepend"
"pg_catalog","pg_statistic"
"pg_catalog","pg_statistic_indicator"
"pg_catalog","pg_statistic_journal"
"pg_catalog","pg_statistic_multicol"
"pg_catalog","pg_tablespace"
"pg_catalog","pg_test"
"pg_catalog","pg_transaction"
"pg_catalog","pg_trigger"
"pg_catalog","pg_type"
"pg_catalog","pg_udf"
"pg_catalog","pg_unique_identity"
"pg_catalog","pg_user_permission"
"pg_catalog","pg_user_roles"
"pg_catalog","stcs_abort_idle"
"pg_catalog","stcs_aggr"
"pg_catalog","stcs_aggr_distinct"
"pg_catalog","stcs_alert_event_log"
"pg_catalog","stcs_alert_messages"
"pg_catalog","stcs_alter_column_encode_events"
"pg_catalog","stcs_alter_column_events"
"pg_catalog","stcs_alter_dist_catalog_change_events"
"pg_catalog","stcs_alter_dist_sort"
"pg_catalog","stcs_alter_sortkey_events"
"pg_catalog","stcs_analyze"
"pg_catalog","stcs_analyze_compression"
"pg_catalog","stcs_aqua_pushdown"
"pg_catalog","stcs_aqua_requests"
"pg_catalog","stcs_arcadia_billing_burstq_tracking"
"pg_catalog","stcs_arcadia_billing_log"
"pg_catalog","stcs_arcadia_billing_ris_reports"
"pg_catalog","stcs_arcadia_billing_txn_tracking"
"pg_catalog","stcs_arcadia_billing_xact_log"
"pg_catalog","stcs_arcadia_concurrency_scaling_usage"
"pg_catalog","stcs_arcadia_concurrency_scaling_usage_error"
"pg_catalog","stcs_arcadia_main_usage"
"pg_catalog","stcs_arcadia_main_usage_error"
"pg_catalog","stcs_auto_alter_worker_event"
"pg_catalog","stcs_auto_dispatcher_wlm_occupancy"
"pg_catalog","stcs_auto_maintenance"
"pg_catalog","stcs_auto_maintenance_worker"
"pg_catalog","stcs_auto_task_events"
"pg_catalog","stcs_auto_undo_events"
"pg_catalog","stcs_auto_worker_levels"
"pg_catalog","stcs_autovacuum_detail"
"pg_catalog","stcs_autovacuum_skip_reason"
"pg_catalog","stcs_awsclient_error"
"pg_catalog","stcs_awsclient_requests"
"pg_catalog","stcs_awsidc_refresh_token_worker"
"pg_catalog","stcs_backend_slot"
"pg_catalog","stcs_background_monitor"
"pg_catalog","stcs_background_tasks"
"pg_catalog","stcs_backtrace"
"pg_catalog","stcs_backup_compute"
"pg_catalog","stcs_backup_leader"
"pg_catalog","stcs_bcast"
"pg_catalog","stcs_bkg_compile_info"
"pg_catalog","stcs_blf_efficiency"
"pg_catalog","stcs_block_access_errors"
"pg_catalog","stcs_block_integrity_error"
"pg_catalog","stcs_block_io_metrics"
"pg_catalog","stcs_block_needs_recovery"
"pg_catalog","stcs_block_pins"
"pg_catalog","stcs_block_priority_based_rereplication"
"pg_catalog","stcs_blocklist"
"pg_catalog","stcs_bootstrap"
"pg_catalog","stcs_burst_async_mark"
"pg_catalog","stcs_burst_async_prepare"
"pg_catalog","stcs_burst_billing_ris_reports"
"pg_catalog","stcs_burst_connection"
"pg_catalog","stcs_burst_id_col_highwatermark"
"pg_catalog","stcs_burst_manager_lag_based_refresh"
"pg_catalog","stcs_burst_manager_personalization"
"pg_catalog","stcs_burst_manager_refresh"
"pg_catalog","stcs_burst_max_rpus"
"pg_catalog","stcs_burst_prepare"
"pg_catalog","stcs_burst_query_execution"
"pg_catalog","stcs_burst_refresh"
"pg_catalog","stcs_burst_refresh_tables_list"
"pg_catalog","stcs_burst_service_client"
"pg_catalog","stcs_burst_write_block_header_trace"
"pg_catalog","stcs_burst_write_exec"
"pg_catalog","stcs_burst_write_query_event"
"pg_catalog","stcs_bytedict_stats"
"pg_catalog","stcs_cache_policy_stats"
"pg_catalog","stcs_catalog_bloat"
"pg_catalog","stcs_catalog_bufmgr_stats"
"pg_catalog","stcs_catalog_rebuild_info"
"pg_catalog","stcs_catalog_rebuild_worker"
"pg_catalog","stcs_catalog_scan_metrics"
"pg_catalog","stcs_cdc_checkpoints"
"pg_catalog","stcs_cdc_connection"
"pg_catalog","stcs_clear_reps"
"pg_catalog","stcs_client_write_timings"
"pg_catalog","stcs_cluster_blocks_stats"
"pg_catalog","stcs_cluster_handle_usage"
"pg_catalog","stcs_cluster_idleness"
"pg_catalog","stcs_cmd_requires_top_xact"
"pg_catalog","stcs_codegen"
"pg_catalog","stcs_column_access_metrics"
"pg_catalog","stcs_column_errors"
"pg_catalog","stcs_column_stats"
"pg_catalog","stcs_comm_capture"
"pg_catalog","stcs_comm_diag"
"pg_catalog","stcs_comm_diag_errors"
"pg_catalog","stcs_comm_excess"
"pg_catalog","stcs_comm_global_packet_pool"
"pg_catalog","stcs_comm_integrity_error"
"pg_catalog","stcs_comm_pkt_latency"
"pg_catalog","stcs_comm_pkt_oob_count"
"pg_catalog","stcs_comm_pkt_sent_count"
"pg_catalog","stcs_comm_pkt_size"
"pg_catalog","stcs_comm_rexmit"
"pg_catalog","stcs_comm_rexmit_histogram"
"pg_catalog","stcs_command_result"
"pg_catalog","stcs_command_start"
"pg_catalog","stcs_commit_checkpoint"
"pg_catalog","stcs_commit_internal_stats"
"pg_catalog","stcs_commit_regions"
"pg_catalog","stcs_commit_stats"
"pg_catalog","stcs_committed_txn"
"pg_catalog","stcs_compile_info"
"pg_catalog","stcs_compile_print"
"pg_catalog","stcs_compile_service"
"pg_catalog","stcs_complyze"
"pg_catalog","stcs_compute_elasticity_insert"
"pg_catalog","stcs_concurrency_scaling_query_mapping"
"pg_catalog","stcs_concurrency_scaling_usage"
"pg_catalog","stcs_concurrency_scaling_usage_error"
"pg_catalog","stcs_config"
"pg_catalog","stcs_config_chooser"
"pg_catalog","stcs_config_history"
"pg_catalog","stcs_conjunct_scan_metrics"
"pg_catalog","stcs_connection_error_log"
"pg_catalog","stcs_connection_log"
"pg_catalog","stcs_connection_queue_error_log"
"pg_catalog","stcs_consistency"
"pg_catalog","stcs_copy_job_info"
"pg_catalog","stcs_core_stat"
"pg_catalog","stcs_cost_control_updates"
"pg_catalog","stcs_cqi_metrics"
"pg_catalog","stcs_cqilog"
"pg_catalog","stcs_create_replication"
"pg_catalog","stcs_create_table_ddl_summary"
"pg_catalog","stcs_dag_cleanup"
"pg_catalog","stcs_datashare_changes_consumer"
"pg_catalog","stcs_datashare_changes_producer"
"pg_catalog","stcs_datashare_dsms"
"pg_catalog","stcs_datashare_query_info"
"pg_catalog","stcs_datashare_request_consumer"
"pg_catalog","stcs_datashare_request_producer"
"pg_catalog","stcs_datasharing_log"
"pg_catalog","stcs_db_isolation_level"
"pg_catalog","stcs_ddltext"
"pg_catalog","stcs_dead_tuples_stats"
"pg_catalog","stcs_default_iam_usage"
"pg_catalog","stcs_delete"
"pg_catalog","stcs_delete_tag_throttle"
"pg_catalog","stcs_dirty_table_metadata"
"pg_catalog","stcs_disk_cache_megablock_stats"
"pg_catalog","stcs_disk_cache_stats"
"pg_catalog","stcs_disk_cache_write"
"pg_catalog","stcs_disk_extent_splits"
"pg_catalog","stcs_disk_failures"
"pg_catalog","stcs_disk_full_diag"
"pg_catalog","stcs_disk_speeds"
"pg_catalog","stcs_disk_topology"
"pg_catalog","stcs_diskman_query_block_read_stats"
"pg_catalog","stcs_disks_blocks_stats"
"pg_catalog","stcs_dist"
"pg_catalog","stcs_doryc_log"
"pg_catalog","stcs_dropped_replication"
"pg_catalog","stcs_dynamodb_error"
"pg_catalog","stcs_dynamodb_restore"
"pg_catalog","stcs_epsilon_metadata_events"
"pg_catalog","stcs_error"
"pg_catalog","stcs_event_trace"
"pg_catalog","stcs_exec_state"
"pg_catalog","stcs_executor_steps"
"pg_catalog","stcs_explain"
"pg_catalog","stcs_external_catalog_calls"
"pg_catalog","stcs_external_query_detail_base"
"pg_catalog","stcs_fabric_stats"
"pg_catalog","stcs_federated_calls"
"pg_catalog","stcs_federated_query"
"pg_catalog","stcs_federated_trace"
"pg_catalog","stcs_fetchers"
"pg_catalog","stcs_file_scan"
"pg_catalog","stcs_filter"
"pg_catalog","stcs_freed_disk_addrs"
"pg_catalog","stcs_function_column_linker"
"pg_catalog","stcs_ghost_buffer_stats"
"pg_catalog","stcs_ght_hash_flatten"
"pg_catalog","stcs_ght_hash_partitions"
"pg_catalog","stcs_grouping_sets"
"pg_catalog","stcs_guc"
"pg_catalog","stcs_guid_based_cache_policy_stats"
"pg_catalog","stcs_guid_based_rereplication_stats"
"pg_catalog","stcs_guid_cache_stats"
"pg_catalog","stcs_hash"
"pg_catalog","stcs_hash_partitions"
"pg_catalog","stcs_hashjoin"
"pg_catalog","stcs_hashjoin_partitions"
"pg_catalog","stcs_hdr_integrity_error"
"pg_catalog","stcs_hllsketch_column_linker"
"pg_catalog","stcs_hllsketch_function"
"pg_catalog","stcs_hllsketch_query"
"pg_catalog","stcs_hot_tables_qpd_stats"
"pg_catalog","stcs_inc_commit_stats_instrumentation"
"pg_catalog","stcs_incremental_resize_state"
"pg_catalog","stcs_inflight"
"pg_catalog","stcs_insert"
"pg_catalog","stcs_integration_activity_detail"
"pg_catalog","stcs_integration_cdc_detail"
"pg_catalog","stcs_integration_datatype_mapping"
"pg_catalog","stcs_integration_ddl"
"pg_catalog","stcs_integration_log"
"pg_catalog","stcs_integration_scan"
"pg_catalog","stcs_integration_stats"
"pg_catalog","stcs_integration_table_state"
"pg_catalog","stcs_internal_query_details"
"pg_catalog","stcs_invalid_replication"
"pg_catalog","stcs_invariant"
"pg_catalog","stcs_io_error"
"pg_catalog","stcs_io_iscsi_monitor"
"pg_catalog","stcs_io_perf"
"pg_catalog","stcs_io_stat"
"pg_catalog","stcs_kafka_scan_errors"
"pg_catalog","stcs_kafka_scan_states"
"pg_catalog","stcs_kinesis_outbound_requests"
"pg_catalog","stcs_kinesis_scan_errors"
"pg_catalog","stcs_kinesis_scan_states"
"pg_catalog","stcs_lambda_client"
"pg_catalog","stcs_lambda_execution_logs"
"pg_catalog","stcs_lambda_invocation_error"
"pg_catalog","stcs_lbc_events"
"pg_catalog","stcs_lbc_replay_stats"
"pg_catalog","stcs_leader_control"
"pg_catalog","stcs_leader_snapshot"
"pg_catalog","stcs_limit"
"pg_catalog","stcs_load_commits"
"pg_catalog","stcs_load_error_info"
"pg_catalog","stcs_load_errors"
"pg_catalog","stcs_load_history_base"
"pg_catalog","stcs_load_options"
"pg_catalog","stcs_load_trace"
"pg_catalog","stcs_loaderror_detail"
"pg_catalog","stcs_lwlock"
"pg_catalog","stcs_mark_partitions"
"pg_catalog","stcs_mddl_history"
"pg_catalog","stcs_mem_alloc_history"
"pg_catalog","stcs_mem_block_details"
"pg_catalog","stcs_mem_freelist"
"pg_catalog","stcs_mem_heavy_hitters"
"pg_catalog","stcs_mem_leaks"
"pg_catalog","stcs_mem_ops_counts"
"pg_catalog","stcs_memefficiency"
"pg_catalog","stcs_memhisto"
"pg_catalog","stcs_memory_pressure_actions"
"pg_catalog","stcs_memory_pressure_state"
"pg_catalog","stcs_memory_pressure_suspects"
"pg_catalog","stcs_merge"
"pg_catalog","stcs_mergejoin"
"pg_catalog","stcs_metadata_step"
"pg_catalog","stcs_minmax_errors"
"pg_catalog","stcs_misc_sys_stat"
"pg_catalog","stcs_ml_create_model_log"
"pg_catalog","stcs_ml_dlr_usage"
"pg_catalog","stcs_ml_log"
"pg_catalog","stcs_ml_manager_log"
"pg_catalog","stcs_ml_model_stats"
"pg_catalog","stcs_ml_processing_log"
"pg_catalog","stcs_ml_sagemaker_error"
"pg_catalog","stcs_ml_sagemaker_request"
"pg_catalog","stcs_mmf_details"
"pg_catalog","stcs_monitoring_logs_internal"
"pg_catalog","stcs_multi_statement_violations"
"pg_catalog","stcs_mutex_contention"
"pg_catalog","stcs_mv_aqmv"
"pg_catalog","stcs_mv_refresh"
"pg_catalog","stcs_mv_state"
"pg_catalog","stcs_nestloop"
"pg_catalog","stcs_net_stat"
"pg_catalog","stcs_netmon_ip"
"pg_catalog","stcs_netmon_mac"
"pg_catalog","stcs_network_throttle"
"pg_catalog","stcs_nft_query_reissue"
"pg_catalog","stcs_nft_session_persistence"
"pg_catalog","stcs_nft_statement_replay_status"
"pg_catalog","stcs_node_failovers"
"pg_catalog","stcs_nullyze"
"pg_catalog","stcs_omnisql_error"
"pg_catalog","stcs_omnisql_rewrite_rules"
"pg_catalog","stcs_omnisql_rewrite_stats"
"pg_catalog","stcs_parse"
"pg_catalog","stcs_perf_channel_sink"
"pg_catalog","stcs_perf_channel_source"
"pg_catalog","stcs_perf_histograms"
"pg_catalog","stcs_perf_permanent_channel_sink"
"pg_catalog","stcs_perf_permanent_channel_source"
"pg_catalog","stcs_persisted_sessions_on_disk"
"pg_catalog","stcs_pg_wal_stats"
"pg_catalog","stcs_pinned_blocks"
"pg_catalog","stcs_plan_explain"
"pg_catalog","stcs_plan_explain_props"
"pg_catalog","stcs_plan_explain_tree"
"pg_catalog","stcs_plan_info"
"pg_catalog","stcs_plan_perf"
"pg_catalog","stcs_plan_qid_map"
"pg_catalog","stcs_plan_querytext"
"pg_catalog","stcs_plan_rule_stats"
"pg_catalog","stcs_plan_state"
"pg_catalog","stcs_predicate_information"
"pg_catalog","stcs_prefetch_stats"
"pg_catalog","stcs_print"
"pg_catalog","stcs_proc_stat"
"pg_catalog","stcs_process_state"
"pg_catalog","stcs_project"
"pg_catalog","stcs_query"
"pg_catalog","stcs_query_abort_reason"
"pg_catalog","stcs_query_block_stats"
"pg_catalog","stcs_query_concurrency_scaling_decision"
"pg_catalog","stcs_query_concurrency_scaling_fail_reasons"
"pg_catalog","stcs_query_detail"
"pg_catalog","stcs_query_execution_time_prediction"
"pg_catalog","stcs_query_heap_memory_stats_by_component"
"pg_catalog","stcs_query_heap_memory_usage"
"pg_catalog","stcs_query_internal"
"pg_catalog","stcs_query_level_cg_paths"
"pg_catalog","stcs_query_mem_leaks"
"pg_catalog","stcs_query_mem_stats"
"pg_catalog","stcs_query_mem_stats_by_type"
"pg_catalog","stcs_query_memory"
"pg_catalog","stcs_query_memory_cheating"
"pg_catalog","stcs_query_metrics"
"pg_catalog","stcs_query_prediction"
"pg_catalog","stcs_query_scaling_prediction"
"pg_catalog","stcs_query_step_times"
"pg_catalog","stcs_query_transmit_metrics"
"pg_catalog","stcs_query_tx_metrics"
"pg_catalog","stcs_querytext"
"pg_catalog","stcs_querytext_internal"
"pg_catalog","stcs_range_insert"
"pg_catalog","stcs_redcat_journal_gc_info"
"pg_catalog","stcs_redshift_proxy_connection_startup"
"pg_catalog","stcs_redshift_proxy_log"
"pg_catalog","stcs_rehydration_metrics"
"pg_catalog","stcs_remote_access_blocklist"
"pg_catalog","stcs_replacements"
"pg_catalog","stcs_rereplication"
"pg_catalog","stcs_res_leaks"
"pg_catalog","stcs_restarted_sessions"
"pg_catalog","stcs_restarted_sessions_internal"
"pg_catalog","stcs_restore_slice_mapping"
"pg_catalog","stcs_result_cache_history"
"pg_catalog","stcs_result_cache_stats"
"pg_catalog","stcs_return"
"pg_catalog","stcs_right_sizing"
"pg_catalog","stcs_rlf_scan"
"pg_catalog","stcs_rls_applied_policy"
"pg_catalog","stcs_rms_calls"
"pg_catalog","stcs_rowblock_manager_stats"
"pg_catalog","stcs_rpc"
"pg_catalog","stcs_rtf_save"
"pg_catalog","stcs_rtf_stats"
"pg_catalog","stcs_rtree"
"pg_catalog","stcs_s3_commit_leak"
"pg_catalog","stcs_s3_connection_holding_internal"
"pg_catalog","stcs_s3_write_block_debug"
"pg_catalog","stcs_s3client"
"pg_catalog","stcs_s3client_error"
"pg_catalog","stcs_s3client_trace"
"pg_catalog","stcs_s3commit_ddb_entry"
"pg_catalog","stcs_s3commit_dm_guids"
"pg_catalog","stcs_s3commit_stats"
"pg_catalog","stcs_s3list"
"pg_catalog","stcs_s3log"
"pg_catalog","stcs_s3partition_elimination"
"pg_catalog","stcs_s3partition_predicate"
"pg_catalog","stcs_s3pushdown"
"pg_catalog","stcs_s3query"
"pg_catalog","stcs_s3query_billing_trace"
"pg_catalog","stcs_s3query_metering"
"pg_catalog","stcs_s3requests"
"pg_catalog","stcs_s3retries"
"pg_catalog","stcs_s3table_stats"
"pg_catalog","stcs_sage_mode_budget"
"pg_catalog","stcs_sage_scaling_candidates"
"pg_catalog","stcs_sage_scaling_clusters"
"pg_catalog","stcs_sage_scaling_decisions"
"pg_catalog","stcs_sample"
"pg_catalog","stcs_save"
"pg_catalog","stcs_sb_recovery"
"pg_catalog","stcs_scan"
"pg_catalog","stcs_scan_range_stats"
"pg_catalog","stcs_schema_quota_ddl"
"pg_catalog","stcs_schema_quota_violations"
"pg_catalog","stcs_seg_completed_notify"
"pg_catalog","stcs_segment_ce_stats"
"pg_catalog","stcs_segment_ends_cleanly"
"pg_catalog","stcs_segment_starts"
"pg_catalog","stcs_sem_pool"
"pg_catalog","stcs_sem_stat"
"pg_catalog","stcs_sem_usage"
"pg_catalog","stcs_serial_safety_net"
"pg_catalog","stcs_server_write_timings"
"pg_catalog","stcs_services_control_metrics"
"pg_catalog","stcs_session_signal"
"pg_catalog","stcs_session_state"
"pg_catalog","stcs_sessions"
"pg_catalog","stcs_shadow_table_commit"
"pg_catalog","stcs_shadow_table_recovery"
"pg_catalog","stcs_skr_scan_metrics"
"pg_catalog","stcs_small_table_convert_event"
"pg_catalog","stcs_snapshotbackup"
"pg_catalog","stcs_sort"
"pg_catalog","stcs_sorted_checker"
"pg_catalog","stcs_sorted_checker_leader"
"pg_catalog","stcs_spatial_column_linker"
"pg_catalog","stcs_spatial_function"
"pg_catalog","stcs_spatial_index"
"pg_catalog","stcs_spatial_join"
"pg_catalog","stcs_spatial_query"
"pg_catalog","stcs_spatial_simplify"
"pg_catalog","stcs_spectrum_cache_error"
"pg_catalog","stcs_spectrum_scan_error"
"pg_catalog","stcs_sshclient_error"
"pg_catalog","stcs_ssn_violation"
"pg_catalog","stcs_stack_trace"
"pg_catalog","stcs_stack_traces"
"pg_catalog","stcs_startup_metrics"
"pg_catalog","stcs_step_parse"
"pg_catalog","stcs_steps"
"pg_catalog","stcs_stored_proc_call"
"pg_catalog","stcs_stored_proc_call_map"
"pg_catalog","stcs_stored_proc_messages"
"pg_catalog","stcs_stream_segs"
"pg_catalog","stcs_sub_transaction_commit_info"
"pg_catalog","stcs_super_column_linker"
"pg_catalog","stcs_super_function"
"pg_catalog","stcs_super_query"
"pg_catalog","stcs_superblock"
"pg_catalog","stcs_superblock_integrity_error"
"pg_catalog","stcs_superblock_tree_events"
"pg_catalog","stcs_superblock_trickle_validation_stats"
"pg_catalog","stcs_superblock_trickle_validation_summary"
"pg_catalog","stcs_superblock_vacuum"
"pg_catalog","stcs_swap"
"pg_catalog","stcs_system_abort_txn"
"pg_catalog","stcs_system_state"
"pg_catalog","stcs_table_mutex"
"pg_catalog","stcs_table_partition_qpd_stats"
"pg_catalog","stcs_table_partition_scan"
"pg_catalog","stcs_table_partitions_hotness_stats"
"pg_catalog","stcs_tbl_perm_at_drop"
"pg_catalog","stcs_terminate"
"pg_catalog","stcs_tiered_storage_controller"
"pg_catalog","stcs_tiered_storage_s3_blocks"
"pg_catalog","stcs_tombstone"
"pg_catalog","stcs_tr_conflict"
"pg_catalog","stcs_transaction_history"
"pg_catalog","stcs_transaction_read_write_set"
"pg_catalog","stcs_truncate_history"
"pg_catalog","stcs_udf"
"pg_catalog","stcs_udf_compile_error"
"pg_catalog","stcs_udf_log"
"pg_catalog","stcs_udf_trace"
"pg_catalog","stcs_undo_transactions"
"pg_catalog","stcs_undone"
"pg_catalog","stcs_unified_vec_scan"
"pg_catalog","stcs_unique"
"pg_catalog","stcs_unload_history_base"
"pg_catalog","stcs_unload_log"
"pg_catalog","stcs_unload_options"
"pg_catalog","stcs_unnest"
"pg_catalog","stcs_usage_control"
"pg_catalog","stcs_user_load_error_detail"
"pg_catalog","stcs_user_query_history"
"pg_catalog","stcs_user_query_map"
"pg_catalog","stcs_user_query_rewrite"
"pg_catalog","stcs_user_query_text"
"pg_catalog","stcs_user_vacuum_history"
"pg_catalog","stcs_userlog"
"pg_catalog","stcs_utilitytext"
"pg_catalog","stcs_vacuum"
"pg_catalog","stcs_vacuum_detail"
"pg_catalog","stcs_vacuum_history"
"pg_catalog","stcs_vacuum_scan_query_usage"
"pg_catalog","stcs_varbyte_column_linker"
"pg_catalog","stcs_varbyte_function"
"pg_catalog","stcs_varbyte_query"
"pg_catalog","stcs_vec_scan_stats"
"pg_catalog","stcs_version"
"pg_catalog","stcs_vpid"
"pg_catalog","stcs_vpid_error"
"pg_catalog","stcs_wam_lifecycle"
"pg_catalog","stcs_warning"
"pg_catalog","stcs_window"
"pg_catalog","stcs_wlm_auto_concurrency"
"pg_catalog","stcs_wlm_error"
"pg_catalog","stcs_wlm_multi_az_routing"
"pg_catalog","stcs_wlm_query"
"pg_catalog","stcs_wlm_query_preemption"
"pg_catalog","stcs_wlm_rule_action"
"pg_catalog","stcs_wlm_service_class_config"
"pg_catalog","stcs_wlm_trace"
"pg_catalog","stcs_wlm_trace_query_state"
"pg_catalog","stcs_xid_consumption_rate"
"pg_catalog","stcs_xregion_billing_error"
"pg_catalog","stcs_xregion_metering"
"pg_catalog","stcs_xrestore"
"pg_catalog","stcs_xrestore_alter_distkey"
"pg_catalog","stcs_xrestore_cluster_level_distkey_tables"
"pg_catalog","stll_abort_idle"
"pg_catalog","stll_aggr"
"pg_catalog","stll_aggr_distinct"
"pg_catalog","stll_alert_event_log"
"pg_catalog","stll_alert_messages"
"pg_catalog","stll_alter_column_encode_events"
"pg_catalog","stll_alter_column_events"
"pg_catalog","stll_alter_dist_catalog_change_events"
"pg_catalog","stll_alter_dist_sort"
"pg_catalog","stll_alter_sortkey_events"
"pg_catalog","stll_analyze"
"pg_catalog","stll_analyze_compression"
"pg_catalog","stll_aqua_pushdown"
"pg_catalog","stll_aqua_requests"
"pg_catalog","stll_arcadia_billing_burstq_tracking"
"pg_catalog","stll_arcadia_billing_log"
"pg_catalog","stll_arcadia_billing_ris_reports"
"pg_catalog","stll_arcadia_billing_txn_tracking"
"pg_catalog","stll_arcadia_billing_xact_log"
"pg_catalog","stll_arcadia_concurrency_scaling_usage"
"pg_catalog","stll_arcadia_concurrency_scaling_usage_error"
"pg_catalog","stll_arcadia_main_usage"
"pg_catalog","stll_arcadia_main_usage_error"
"pg_catalog","stll_auto_alter_worker_event"
"pg_catalog","stll_auto_dispatcher_wlm_occupancy"
"pg_catalog","stll_auto_maintenance"
"pg_catalog","stll_auto_maintenance_worker"
"pg_catalog","stll_auto_task_events"
"pg_catalog","stll_auto_undo_events"
"pg_catalog","stll_auto_worker_levels"
"pg_catalog","stll_autovacuum_detail"
"pg_catalog","stll_autovacuum_skip_reason"
"pg_catalog","stll_awsclient_error"
"pg_catalog","stll_awsclient_requests"
"pg_catalog","stll_awsidc_refresh_token_worker"
"pg_catalog","stll_backend_slot"
"pg_catalog","stll_background_monitor"
"pg_catalog","stll_background_tasks"
"pg_catalog","stll_backtrace"
"pg_catalog","stll_backup_compute"
"pg_catalog","stll_backup_leader"
"pg_catalog","stll_bcast"
"pg_catalog","stll_bkg_compile_info"
"pg_catalog","stll_blf_efficiency"
"pg_catalog","stll_block_access_errors"
"pg_catalog","stll_block_integrity_error"
"pg_catalog","stll_block_io_metrics"
"pg_catalog","stll_block_needs_recovery"
"pg_catalog","stll_block_pins"
"pg_catalog","stll_block_priority_based_rereplication"
"pg_catalog","stll_blocklist"
"pg_catalog","stll_bootstrap"
"pg_catalog","stll_burst_async_mark"
"pg_catalog","stll_burst_async_prepare"
"pg_catalog","stll_burst_billing_ris_reports"
"pg_catalog","stll_burst_connection"
"pg_catalog","stll_burst_id_col_highwatermark"
"pg_catalog","stll_burst_manager_lag_based_refresh"
"pg_catalog","stll_burst_manager_personalization"
"pg_catalog","stll_burst_manager_refresh"
"pg_catalog","stll_burst_max_rpus"
"pg_catalog","stll_burst_prepare"
"pg_catalog","stll_burst_query_execution"
"pg_catalog","stll_burst_refresh"
"pg_catalog","stll_burst_refresh_tables_list"
"pg_catalog","stll_burst_service_client"
"pg_catalog","stll_burst_write_block_header_trace"
"pg_catalog","stll_burst_write_exec"
"pg_catalog","stll_burst_write_query_event"
"pg_catalog","stll_bytedict_stats"
"pg_catalog","stll_cache_policy_stats"
"pg_catalog","stll_catalog_bloat"
"pg_catalog","stll_catalog_bufmgr_stats"
"pg_catalog","stll_catalog_rebuild_info"
"pg_catalog","stll_catalog_rebuild_worker"
"pg_catalog","stll_catalog_scan_metrics"
"pg_catalog","stll_cdc_checkpoints"
"pg_catalog","stll_cdc_connection"
"pg_catalog","stll_clear_reps"
"pg_catalog","stll_client_write_timings"
"pg_catalog","stll_cluster_blocks_stats"
"pg_catalog","stll_cluster_handle_usage"
"pg_catalog","stll_cluster_idleness"
"pg_catalog","stll_cmd_requires_top_xact"
"pg_catalog","stll_codegen"
"pg_catalog","stll_column_access_metrics"
"pg_catalog","stll_column_errors"
"pg_catalog","stll_column_stats"
"pg_catalog","stll_comm_capture"
